MarkID,StudentID,TeacherID,Subject,ExamType,MaxMarks,MarksObtained
9811,409,41,Telugu,Half Yearly,100,76.9
9812,409,41,Telugu,Annual Exam,100,88.6
9813,409,42,Computer Science,Unit Test 1,25,21.2
9814,409,42,Computer Science,Unit Test 2,25,22.8
9815,409,42,Computer Science,Half Yearly,100,95.3
9816,409,42,Computer Science,Annual Exam,100,88.8
9817,410,37,Mathematics,Unit Test 1,25,11.9
9818,410,37,Mathematics,Unit Test 2,25,12.7
9819,410,37,Mathematics,Half Yearly,100,61.3
9820,410,37,Mathematics,Annual Exam,100,49.7
9821,410,38,Science,Unit Test 1,25,11.5
9822,410,38,Science,Unit Test 2,25,11.7
9823,410,38,Science,Half Yearly,100,42.0
9824,410,38,Science,Annual Exam,100,42.8
9825,410,39,English,Unit Test 1,25,9.7
9826,410,39,English,Unit Test 2,25,12.9
9827,410,39,English,Half Yearly,100,38.1
9828,410,39,English,Annual Exam,100,47.7
9829,410,40,Social Studies,Unit Test 1,25,19.0
9830,410,40,Social Studies,Unit Test 2,25,14.0
9831,410,40,Social Studies,Half Yearly,100,63.8
9832,410,40,Social Studies,Annual Exam,100,63.5
9833,410,41,Telugu,Unit Test 1,25,16.2
9834,410,41,Telugu,Unit Test 2,25,20.5
9835,410,41,Telugu,Half Yearly,100,66.6
9836,410,41,Telugu,Annual Exam,100,64.5
9837,410,42,Computer Science,Unit Test 1,25,13.9
9838,410,42,Computer Science,Unit Test 2,25,12.5
9839,410,42,Computer Science,Half Yearly,100,52.8
9840,410,42,Computer Science,Annual Exam,100,57.0
9841,411,37,Mathematics,Unit Test 1,25,14.7
9842,411,37,Mathematics,Unit Test 2,25,15.9
9843,411,37,Mathematics,Half Yearly,100,60.5
9844,411,37,Mathematics,Annual Exam,100,66.8
9845,411,38,Science,Unit Test 1,25,17.3
9846,411,38,Science,Unit Test 2,25,19.3
9847,411,38,Science,Half Yearly,100,67.6
9848,411,38,Science,Annual Exam,100,63.8
9849,411,39,English,Unit Test 1,25,17.7
9850,411,39,English,Unit Test 2,25,17.4
9851,411,39,English,Half Yearly,100,75.5
9852,411,39,English,Annual Exam,100,61.1
9853,411,40,Social Studies,Unit Test 1,25,18.6
9854,411,40,Social Studies,Unit Test 2,25,16.1
9855,411,40,Social Studies,Half Yearly,100,80.9
9856,411,40,Social Studies,Annual Exam,100,56.0
9857,411,41,Telugu,Unit Test 1,25,13.6
9858,411,41,Telugu,Unit Test 2,25,19.6
9859,411,41,Telugu,Half Yearly,100,68.6
9860,411,41,Telugu,Annual Exam,100,48.0
9861,411,42,Computer Science,Unit Test 1,25,16.7
9862,411,42,Computer Science,Unit Test 2,25,15.5
9863,411,42,Computer Science,Half Yearly,100,56.8
9864,411,42,Computer Science,Annual Exam,100,74.0
9865,412,37,Mathematics,Unit Test 1,25,22.4
9866,412,37,Mathematics,Unit Test 2,25,23.1
9867,412,37,Mathematics,Half Yearly,100,92.9
9868,412,37,Mathematics,Annual Exam,100,85.7
9869,412,38,Science,Unit Test 1,25,21.8
9870,412,38,Science,Unit Test 2,25,23.6
9871,412,38,Science,Half Yearly,100,78.1
9872,412,38,Science,Annual Exam,100,87.1
9873,412,39,English,Unit Test 1,25,23.2
9874,412,39,English,Unit Test 2,25,16.7
9875,412,39,English,Half Yearly,100,84.0
9876,412,39,English,Annual Exam,100,77.3
9877,412,40,Social Studies,Unit Test 1,25,22.8
9878,412,40,Social Studies,Unit Test 2,25,24.8
9879,412,40,Social Studies,Half Yearly,100,93.2
9880,412,40,Social Studies,Annual Exam,100,90.5
9881,412,41,Telugu,Unit Test 1,25,19.6
9882,412,41,Telugu,Unit Test 2,25,17.8
9883,412,41,Telugu,Half Yearly,100,83.9
9884,412,41,Telugu,Annual Exam,100,70.3
9885,412,42,Computer Science,Unit Test 1,25,24.5
9886,412,42,Computer Science,Unit Test 2,25,16.5
9887,412,42,Computer Science,Half Yearly,100,78.1
9888,412,42,Computer Science,Annual Exam,100,80.3
9889,413,37,Mathematics,Unit Test 1,25,14.7
9890,413,37,Mathematics,Unit Test 2,25,18.6
9891,413,37,Mathematics,Half Yearly,100,67.8
9892,413,37,Mathematics,Annual Exam,100,64.2
9893,413,38,Science,Unit Test 1,25,13.2
9894,413,38,Science,Unit Test 2,25,16.7
9895,413,38,Science,Half Yearly,100,55.8
9896,413,38,Science,Annual Exam,100,63.7
9897,413,39,English,Unit Test 1,25,16.1
9898,413,39,English,Unit Test 2,25,16.6
9899,413,39,English,Half Yearly,100,87.9
9900,413,39,English,Annual Exam,100,74.9
9901,413,40,Social Studies,Unit Test 1,25,19.3
9902,413,40,Social Studies,Unit Test 2,25,16.5
9903,413,40,Social Studies,Half Yearly,100,71.1
9904,413,40,Social Studies,Annual Exam,100,55.6
9905,413,41,Telugu,Unit Test 1,25,15.0
9906,413,41,Telugu,Unit Test 2,25,18.3
9907,413,41,Telugu,Half Yearly,100,67.8
9908,413,41,Telugu,Annual Exam,100,64.3
9909,413,42,Computer Science,Unit Test 1,25,12.0
9910,413,42,Computer Science,Unit Test 2,25,15.5
9911,413,42,Computer Science,Half Yearly,100,37.2
9912,413,42,Computer Science,Annual Exam,100,57.3
9913,414,37,Mathematics,Unit Test 1,25,15.5
9914,414,37,Mathematics,Unit Test 2,25,11.3
9915,414,37,Mathematics,Half Yearly,100,40.1
9916,414,37,Mathematics,Annual Exam,100,46.0
9917,414,38,Science,Unit Test 1,25,10.8
9918,414,38,Science,Unit Test 2,25,14.0
9919,414,38,Science,Half Yearly,100,54.0
9920,414,38,Science,Annual Exam,100,56.2
9921,414,39,English,Unit Test 1,25,13.3
9922,414,39,English,Unit Test 2,25,14.0
9923,414,39,English,Half Yearly,100,44.9
9924,414,39,English,Annual Exam,100,40.3
9925,414,40,Social Studies,Unit Test 1,25,12.2
9926,414,40,Social Studies,Unit Test 2,25,10.6
9927,414,40,Social Studies,Half Yearly,100,52.4
9928,414,40,Social Studies,Annual Exam,100,37.2
9929,414,41,Telugu,Unit Test 1,25,15.7
9930,414,41,Telugu,Unit Test 2,25,13.7
9931,414,41,Telugu,Half Yearly,100,52.1
9932,414,41,Telugu,Annual Exam,100,54.1
9933,414,42,Computer Science,Unit Test 1,25,17.0
9934,414,42,Computer Science,Unit Test 2,25,16.7
9935,414,42,Computer Science,Half Yearly,100,65.8
9936,414,42,Computer Science,Annual Exam,100,58.5
9937,415,37,Mathematics,Unit Test 1,25,15.7
9938,415,37,Mathematics,Unit Test 2,25,19.4
9939,415,37,Mathematics,Half Yearly,100,71.7
9940,415,37,Mathematics,Annual Exam,100,67.2
9941,415,38,Science,Unit Test 1,25,17.0
9942,415,38,Science,Unit Test 2,25,17.0
9943,415,38,Science,Half Yearly,100,69.2
9944,415,38,Science,Annual Exam,100,74.2
9945,415,39,English,Unit Test 1,25,14.0
9946,415,39,English,Unit Test 2,25,15.3
9947,415,39,English,Half Yearly,100,58.1
9948,415,39,English,Annual Exam,100,68.1
9949,415,40,Social Studies,Unit Test 1,25,14.5
9950,415,40,Social Studies,Unit Test 2,25,15.6
9951,415,40,Social Studies,Half Yearly,100,73.2
9952,415,40,Social Studies,Annual Exam,100,70.9
9953,415,41,Telugu,Unit Test 1,25,14.8
9954,415,41,Telugu,Unit Test 2,25,19.5
9955,415,41,Telugu,Half Yearly,100,59.3
9956,415,41,Telugu,Annual Exam,100,45.1
9957,415,42,Computer Science,Unit Test 1,25,14.9
9958,415,42,Computer Science,Unit Test 2,25,13.1
9959,415,42,Computer Science,Half Yearly,100,64.2
9960,415,42,Computer Science,Annual Exam,100,73.9
9961,416,37,Mathematics,Unit Test 1,25,16.3
9962,416,37,Mathematics,Unit Test 2,25,17.0
9963,416,37,Mathematics,Half Yearly,100,70.3
9964,416,37,Mathematics,Annual Exam,100,64.5
9965,416,38,Science,Unit Test 1,25,18.6
9966,416,38,Science,Unit Test 2,25,18.9
9967,416,38,Science,Half Yearly,100,57.6
9968,416,38,Science,Annual Exam,100,59.7
9969,416,39,English,Unit Test 1,25,18.8
9970,416,39,English,Unit Test 2,25,19.5
9971,416,39,English,Half Yearly,100,66.9
9972,416,39,English,Annual Exam,100,59.7
9973,416,40,Social Studies,Unit Test 1,25,16.0
9974,416,40,Social Studies,Unit Test 2,25,17.3
9975,416,40,Social Studies,Half Yearly,100,81.3
9976,416,40,Social Studies,Annual Exam,100,59.7
9977,416,41,Telugu,Unit Test 1,25,22.3
9978,416,41,Telugu,Unit Test 2,25,23.8
9979,416,41,Telugu,Half Yearly,100,85.5
9980,416,41,Telugu,Annual Exam,100,82.7
9981,416,42,Computer Science,Unit Test 1,25,20.9
9982,416,42,Computer Science,Unit Test 2,25,15.0
9983,416,42,Computer Science,Half Yearly,100,67.4
9984,416,42,Computer Science,Annual Exam,100,80.7
9985,417,37,Mathematics,Unit Test 1,25,24.2
9986,417,37,Mathematics,Unit Test 2,25,24.0
9987,417,37,Mathematics,Half Yearly,100,92.7
9988,417,37,Mathematics,Annual Exam,100,78.5
9989,417,38,Science,Unit Test 1,25,25.0
9990,417,38,Science,Unit Test 2,25,25.0
9991,417,38,Science,Half Yearly,100,87.5
9992,417,38,Science,Annual Exam,100,92.4
9993,417,39,English,Unit Test 1,25,25.0
9994,417,39,English,Unit Test 2,25,25.0
9995,417,39,English,Half Yearly,100,99.0
9996,417,39,English,Annual Exam,100,95.7
9997,417,40,Social Studies,Unit Test 1,25,25.0
9998,417,40,Social Studies,Unit Test 2,25,25.0
9999,417,40,Social Studies,Half Yearly,100,100.0
10000,417,40,Social Studies,Annual Exam,100,100.0
10001,417,41,Telugu,Unit Test 1,25,24.0
10002,417,41,Telugu,Unit Test 2,25,20.1
10003,417,41,Telugu,Half Yearly,100,94.5
10004,417,41,Telugu,Annual Exam,100,81.8
10005,417,42,Computer Science,Unit Test 1,25,20.4
10006,417,42,Computer Science,Unit Test 2,25,20.3
10007,417,42,Computer Science,Half Yearly,100,79.4
10008,417,42,Computer Science,Annual Exam,100,92.4
10009,418,37,Mathematics,Unit Test 1,25,16.5
10010,418,37,Mathematics,Unit Test 2,25,18.9
10011,418,37,Mathematics,Half Yearly,100,64.4
10012,418,37,Mathematics,Annual Exam,100,62.5
10013,418,38,Science,Unit Test 1,25,12.4
10014,418,38,Science,Unit Test 2,25,11.7
10015,418,38,Science,Half Yearly,100,60.2
10016,418,38,Science,Annual Exam,100,54.7
10017,418,39,English,Unit Test 1,25,17.2
10018,418,39,English,Unit Test 2,25,14.1
10019,418,39,English,Half Yearly,100,79.1
10020,418,39,English,Annual Exam,100,83.9
10021,418,40,Social Studies,Unit Test 1,25,17.3
10022,418,40,Social Studies,Unit Test 2,25,19.3
10023,418,40,Social Studies,Half Yearly,100,73.2
10024,418,40,Social Studies,Annual Exam,100,60.3
10025,418,41,Telugu,Unit Test 1,25,14.0
10026,418,41,Telugu,Unit Test 2,25,13.4
10027,418,41,Telugu,Half Yearly,100,56.3
10028,418,41,Telugu,Annual Exam,100,70.3
10029,418,42,Computer Science,Unit Test 1,25,15.5
10030,418,42,Computer Science,Unit Test 2,25,15.5
10031,418,42,Computer Science,Half Yearly,100,69.5
10032,418,42,Computer Science,Annual Exam,100,67.2
10033,419,37,Mathematics,Unit Test 1,25,21.1
10034,419,37,Mathematics,Unit Test 2,25,18.6
10035,419,37,Mathematics,Half Yearly,100,92.7
10036,419,37,Mathematics,Annual Exam,100,83.6
10037,419,38,Science,Unit Test 1,25,19.6
10038,419,38,Science,Unit Test 2,25,19.4
10039,419,38,Science,Half Yearly,100,87.6
10040,419,38,Science,Annual Exam,100,81.5
10041,419,39,English,Unit Test 1,25,20.4
10042,419,39,English,Unit Test 2,25,20.8
10043,419,39,English,Half Yearly,100,100.0
10044,419,39,English,Annual Exam,100,95.2
10045,419,40,Social Studies,Unit Test 1,25,20.8
10046,419,40,Social Studies,Unit Test 2,25,21.8
10047,419,40,Social Studies,Half Yearly,100,74.8
10048,419,40,Social Studies,Annual Exam,100,85.9
10049,419,41,Telugu,Unit Test 1,25,23.9
10050,419,41,Telugu,Unit Test 2,25,22.8
10051,419,41,Telugu,Half Yearly,100,100.0
10052,419,41,Telugu,Annual Exam,100,88.3
10053,419,42,Computer Science,Unit Test 1,25,25.0
10054,419,42,Computer Science,Unit Test 2,25,25.0
10055,419,42,Computer Science,Half Yearly,100,92.3
10056,419,42,Computer Science,Annual Exam,100,90.1
10057,420,37,Mathematics,Unit Test 1,25,19.1
10058,420,37,Mathematics,Unit Test 2,25,20.3
10059,420,37,Mathematics,Half Yearly,100,76.3
10060,420,37,Mathematics,Annual Exam,100,75.6
10061,420,38,Science,Unit Test 1,25,20.2
10062,420,38,Science,Unit Test 2,25,19.1
10063,420,38,Science,Half Yearly,100,69.1
10064,420,38,Science,Annual Exam,100,75.1
10065,420,39,English,Unit Test 1,25,19.1
10066,420,39,English,Unit Test 2,25,19.2
10067,420,39,English,Half Yearly,100,70.0
10068,420,39,English,Annual Exam,100,73.8
10069,420,40,Social Studies,Unit Test 1,25,16.7
10070,420,40,Social Studies,Unit Test 2,25,23.0
10071,420,40,Social Studies,Half Yearly,100,89.9
10072,420,40,Social Studies,Annual Exam,100,100.0
10073,420,41,Telugu,Unit Test 1,25,15.5
10074,420,41,Telugu,Unit Test 2,25,19.7
10075,420,41,Telugu,Half Yearly,100,72.9
10076,420,41,Telugu,Annual Exam,100,76.6
10077,420,42,Computer Science,Unit Test 1,25,21.5
10078,420,42,Computer Science,Unit Test 2,25,17.2
10079,420,42,Computer Science,Half Yearly,100,88.4
10080,420,42,Computer Science,Annual Exam,100,70.4
10081,421,43,Mathematics,Unit Test 1,25,25.0
10082,421,43,Mathematics,Unit Test 2,25,22.2
10083,421,43,Mathematics,Half Yearly,100,87.7
10084,421,43,Mathematics,Annual Exam,100,92.1
10085,421,44,Science,Unit Test 1,25,17.6
10086,421,44,Science,Unit Test 2,25,21.1
10087,421,44,Science,Half Yearly,100,49.8
10088,421,44,Science,Annual Exam,100,69.3
10089,421,45,English,Unit Test 1,25,18.1
10090,421,45,English,Unit Test 2,25,16.3
10091,421,45,English,Half Yearly,100,50.8
10092,421,45,English,Annual Exam,100,67.0
10093,421,46,Social Studies,Unit Test 1,25,16.9
10094,421,46,Social Studies,Unit Test 2,25,17.4
10095,421,46,Social Studies,Half Yearly,100,81.5
10096,421,46,Social Studies,Annual Exam,100,54.8
10097,421,47,Telugu,Unit Test 1,25,15.2
10098,421,47,Telugu,Unit Test 2,25,14.4
10099,421,47,Telugu,Half Yearly,100,74.5
10100,421,47,Telugu,Annual Exam,100,62.1
10101,421,48,Computer Science,Unit Test 1,25,17.5
10102,421,48,Computer Science,Unit Test 2,25,19.9
10103,421,48,Computer Science,Half Yearly,100,79.2
10104,421,48,Computer Science,Annual Exam,100,70.2
10105,422,43,Mathematics,Unit Test 1,25,15.9
10106,422,43,Mathematics,Unit Test 2,25,18.7
10107,422,43,Mathematics,Half Yearly,100,70.7
10108,422,43,Mathematics,Annual Exam,100,85.7
10109,422,44,Science,Unit Test 1,25,17.1
10110,422,44,Science,Unit Test 2,25,17.0
10111,422,44,Science,Half Yearly,100,60.8
10112,422,44,Science,Annual Exam,100,62.3
10113,422,45,English,Unit Test 1,25,15.3
10114,422,45,English,Unit Test 2,25,13.7
10115,422,45,English,Half Yearly,100,55.0
10116,422,45,English,Annual Exam,100,54.6
10117,422,46,Social Studies,Unit Test 1,25,12.6
10118,422,46,Social Studies,Unit Test 2,25,18.8
10119,422,46,Social Studies,Half Yearly,100,47.4
10120,422,46,Social Studies,Annual Exam,100,61.4
10121,422,47,Telugu,Unit Test 1,25,17.4
10122,422,47,Telugu,Unit Test 2,25,12.9
10123,422,47,Telugu,Half Yearly,100,55.3
10124,422,47,Telugu,Annual Exam,100,69.0
10125,422,48,Computer Science,Unit Test 1,25,14.5
10126,422,48,Computer Science,Unit Test 2,25,16.7
10127,422,48,Computer Science,Half Yearly,100,68.1
10128,422,48,Computer Science,Annual Exam,100,62.9
10129,423,43,Mathematics,Unit Test 1,25,12.2
10130,423,43,Mathematics,Unit Test 2,25,18.3
10131,423,43,Mathematics,Half Yearly,100,44.6
10132,423,43,Mathematics,Annual Exam,100,52.1
10133,423,44,Science,Unit Test 1,25,15.0
10134,423,44,Science,Unit Test 2,25,12.7
10135,423,44,Science,Half Yearly,100,54.8
10136,423,44,Science,Annual Exam,100,40.2
10137,423,45,English,Unit Test 1,25,12.6
10138,423,45,English,Unit Test 2,25,16.7
10139,423,45,English,Half Yearly,100,56.5
10140,423,45,English,Annual Exam,100,54.7
10141,423,46,Social Studies,Unit Test 1,25,14.2
10142,423,46,Social Studies,Unit Test 2,25,14.6
10143,423,46,Social Studies,Half Yearly,100,60.9
10144,423,46,Social Studies,Annual Exam,100,78.3
10145,423,47,Telugu,Unit Test 1,25,11.5
10146,423,47,Telugu,Unit Test 2,25,14.4
10147,423,47,Telugu,Half Yearly,100,48.9
10148,423,47,Telugu,Annual Exam,100,41.8
10149,423,48,Computer Science,Unit Test 1,25,8.3
10150,423,48,Computer Science,Unit Test 2,25,14.9
10151,423,48,Computer Science,Half Yearly,100,38.7
10152,423,48,Computer Science,Annual Exam,100,53.0
10153,424,43,Mathematics,Unit Test 1,25,17.2
10154,424,43,Mathematics,Unit Test 2,25,17.7
10155,424,43,Mathematics,Half Yearly,100,78.9
10156,424,43,Mathematics,Annual Exam,100,70.7
10157,424,44,Science,Unit Test 1,25,15.8
10158,424,44,Science,Unit Test 2,25,19.9
10159,424,44,Science,Half Yearly,100,73.2
10160,424,44,Science,Annual Exam,100,86.6
10161,424,45,English,Unit Test 1,25,15.2
10162,424,45,English,Unit Test 2,25,17.3
10163,424,45,English,Half Yearly,100,71.1
10164,424,45,English,Annual Exam,100,51.4
10165,424,46,Social Studies,Unit Test 1,25,16.8
10166,424,46,Social Studies,Unit Test 2,25,18.7
10167,424,46,Social Studies,Half Yearly,100,72.5
10168,424,46,Social Studies,Annual Exam,100,66.2
10169,424,47,Telugu,Unit Test 1,25,16.0
10170,424,47,Telugu,Unit Test 2,25,13.8
10171,424,47,Telugu,Half Yearly,100,67.5
10172,424,47,Telugu,Annual Exam,100,63.1
10173,424,48,Computer Science,Unit Test 1,25,21.0
10174,424,48,Computer Science,Unit Test 2,25,17.5
10175,424,48,Computer Science,Half Yearly,100,64.2
10176,424,48,Computer Science,Annual Exam,100,58.4
10177,425,43,Mathematics,Unit Test 1,25,22.1
10178,425,43,Mathematics,Unit Test 2,25,19.9
10179,425,43,Mathematics,Half Yearly,100,70.2
10180,425,43,Mathematics,Annual Exam,100,92.7
10181,425,44,Science,Unit Test 1,25,20.4
10182,425,44,Science,Unit Test 2,25,15.7
10183,425,44,Science,Half Yearly,100,66.8
10184,425,44,Science,Annual Exam,100,89.4
10185,425,45,English,Unit Test 1,25,19.2
10186,425,45,English,Unit Test 2,25,18.5
10187,425,45,English,Half Yearly,100,66.8
10188,425,45,English,Annual Exam,100,68.0
10189,425,46,Social Studies,Unit Test 1,25,19.3
10190,425,46,Social Studies,Unit Test 2,25,20.2
10191,425,46,Social Studies,Half Yearly,100,75.0
10192,425,46,Social Studies,Annual Exam,100,94.6
10193,425,47,Telugu,Unit Test 1,25,21.6
10194,425,47,Telugu,Unit Test 2,25,15.6
10195,425,47,Telugu,Half Yearly,100,78.1
10196,425,47,Telugu,Annual Exam,100,99.1
10197,425,48,Computer Science,Unit Test 1,25,21.0
10198,425,48,Computer Science,Unit Test 2,25,22.1
10199,425,48,Computer Science,Half Yearly,100,81.1
10200,425,48,Computer Science,Annual Exam,100,77.7
10201,426,43,Mathematics,Unit Test 1,25,12.3
10202,426,43,Mathematics,Unit Test 2,25,15.1
10203,426,43,Mathematics,Half Yearly,100,46.4
10204,426,43,Mathematics,Annual Exam,100,53.9
10205,426,44,Science,Unit Test 1,25,13.0
10206,426,44,Science,Unit Test 2,25,10.5
10207,426,44,Science,Half Yearly,100,47.2
10208,426,44,Science,Annual Exam,100,33.6
10209,426,45,English,Unit Test 1,25,12.0
10210,426,45,English,Unit Test 2,25,11.6
10211,426,45,English,Half Yearly,100,54.5
10212,426,45,English,Annual Exam,100,45.5
10213,426,46,Social Studies,Unit Test 1,25,13.2
10214,426,46,Social Studies,Unit Test 2,25,13.9
10215,426,46,Social Studies,Half Yearly,100,51.1
10216,426,46,Social Studies,Annual Exam,100,64.1
10217,426,47,Telugu,Unit Test 1,25,10.3
10218,426,47,Telugu,Unit Test 2,25,10.2
10219,426,47,Telugu,Half Yearly,100,43.4
10220,426,47,Telugu,Annual Exam,100,37.6
10221,426,48,Computer Science,Unit Test 1,25,11.0
10222,426,48,Computer Science,Unit Test 2,25,7.5
10223,426,48,Computer Science,Half Yearly,100,32.0
10224,426,48,Computer Science,Annual Exam,100,29.0
10225,427,43,Mathematics,Unit Test 1,25,13.5
10226,427,43,Mathematics,Unit Test 2,25,13.0
10227,427,43,Mathematics,Half Yearly,100,62.8
10228,427,43,Mathematics,Annual Exam,100,63.8
10229,427,44,Science,Unit Test 1,25,16.0
10230,427,44,Science,Unit Test 2,25,13.0
10231,427,44,Science,Half Yearly,100,60.2
10232,427,44,Science,Annual Exam,100,61.5
10233,427,45,English,Unit Test 1,25,18.9
10234,427,45,English,Unit Test 2,25,21.6
10235,427,45,English,Half Yearly,100,73.5
10236,427,45,English,Annual Exam,100,71.5
10237,427,46,Social Studies,Unit Test 1,25,15.7
10238,427,46,Social Studies,Unit Test 2,25,16.7
10239,427,46,Social Studies,Half Yearly,100,73.3
10240,427,46,Social Studies,Annual Exam,100,62.1
10241,427,47,Telugu,Unit Test 1,25,15.9
10242,427,47,Telugu,Unit Test 2,25,16.4
10243,427,47,Telugu,Half Yearly,100,68.1
10244,427,47,Telugu,Annual Exam,100,73.2
10245,427,48,Computer Science,Unit Test 1,25,17.8
10246,427,48,Computer Science,Unit Test 2,25,19.4
10247,427,48,Computer Science,Half Yearly,100,50.8
10248,427,48,Computer Science,Annual Exam,100,74.1
10249,428,43,Mathematics,Unit Test 1,25,11.5
10250,428,43,Mathematics,Unit Test 2,25,14.2
10251,428,43,Mathematics,Half Yearly,100,57.9
10252,428,43,Mathematics,Annual Exam,100,44.7
10253,428,44,Science,Unit Test 1,25,16.6
10254,428,44,Science,Unit Test 2,25,16.1
10255,428,44,Science,Half Yearly,100,69.9
10256,428,44,Science,Annual Exam,100,79.9
10257,428,45,English,Unit Test 1,25,16.2
10258,428,45,English,Unit Test 2,25,13.5
10259,428,45,English,Half Yearly,100,58.4
10260,428,45,English,Annual Exam,100,51.6
10261,428,46,Social Studies,Unit Test 1,25,10.4
10262,428,46,Social Studies,Unit Test 2,25,16.8
10263,428,46,Social Studies,Half Yearly,100,66.6
10264,428,46,Social Studies,Annual Exam,100,62.4
10265,428,47,Telugu,Unit Test 1,25,15.5
10266,428,47,Telugu,Unit Test 2,25,16.7
10267,428,47,Telugu,Half Yearly,100,60.6
10268,428,47,Telugu,Annual Exam,100,53.7
10269,428,48,Computer Science,Unit Test 1,25,14.6
10270,428,48,Computer Science,Unit Test 2,25,18.0
10271,428,48,Computer Science,Half Yearly,100,62.0
10272,428,48,Computer Science,Annual Exam,100,62.6
10273,429,43,Mathematics,Unit Test 1,25,14.0
10274,429,43,Mathematics,Unit Test 2,25,14.7
10275,429,43,Mathematics,Half Yearly,100,46.7
10276,429,43,Mathematics,Annual Exam,100,55.9
10277,429,44,Science,Unit Test 1,25,13.2
10278,429,44,Science,Unit Test 2,25,15.1
10279,429,44,Science,Half Yearly,100,64.5
10280,429,44,Science,Annual Exam,100,50.8
10281,429,45,English,Unit Test 1,25,18.8
10282,429,45,English,Unit Test 2,25,15.4
10283,429,45,English,Half Yearly,100,53.9
10284,429,45,English,Annual Exam,100,57.8
10285,429,46,Social Studies,Unit Test 1,25,12.6
10286,429,46,Social Studies,Unit Test 2,25,17.2
10287,429,46,Social Studies,Half Yearly,100,69.7
10288,429,46,Social Studies,Annual Exam,100,58.7
10289,429,47,Telugu,Unit Test 1,25,20.9
10290,429,47,Telugu,Unit Test 2,25,17.8
10291,429,47,Telugu,Half Yearly,100,81.8
10292,429,47,Telugu,Annual Exam,100,82.4
10293,429,48,Computer Science,Unit Test 1,25,17.8
10294,429,48,Computer Science,Unit Test 2,25,16.4
10295,429,48,Computer Science,Half Yearly,100,68.5
10296,429,48,Computer Science,Annual Exam,100,82.8
10297,430,43,Mathematics,Unit Test 1,25,24.1
10298,430,43,Mathematics,Unit Test 2,25,20.1
10299,430,43,Mathematics,Half Yearly,100,69.0
10300,430,43,Mathematics,Annual Exam,100,73.9
10301,430,44,Science,Unit Test 1,25,18.0
10302,430,44,Science,Unit Test 2,25,17.5
10303,430,44,Science,Half Yearly,100,63.1
10304,430,44,Science,Annual Exam,100,62.6
10305,430,45,English,Unit Test 1,25,22.9
10306,430,45,English,Unit Test 2,25,22.3
10307,430,45,English,Half Yearly,100,75.7
10308,430,45,English,Annual Exam,100,86.5
10309,430,46,Social Studies,Unit Test 1,25,16.4
10310,430,46,Social Studies,Unit Test 2,25,21.7
10311,430,46,Social Studies,Half Yearly,100,77.4
10312,430,46,Social Studies,Annual Exam,100,71.7
10313,430,47,Telugu,Unit Test 1,25,18.8
10314,430,47,Telugu,Unit Test 2,25,16.6
10315,430,47,Telugu,Half Yearly,100,72.6
10316,430,47,Telugu,Annual Exam,100,78.9
10317,430,48,Computer Science,Unit Test 1,25,23.7
10318,430,48,Computer Science,Unit Test 2,25,25.0
10319,430,48,Computer Science,Half Yearly,100,100.0
10320,430,48,Computer Science,Annual Exam,100,69.9
10321,431,43,Mathematics,Unit Test 1,25,19.3
10322,431,43,Mathematics,Unit Test 2,25,20.9
10323,431,43,Mathematics,Half Yearly,100,84.1
10324,431,43,Mathematics,Annual Exam,100,68.5
10325,431,44,Science,Unit Test 1,25,16.4
10326,431,44,Science,Unit Test 2,25,21.2
10327,431,44,Science,Half Yearly,100,71.8
10328,431,44,Science,Annual Exam,100,84.9
10329,431,45,English,Unit Test 1,25,22.0
10330,431,45,English,Unit Test 2,25,19.6
10331,431,45,English,Half Yearly,100,73.4
10332,431,45,English,Annual Exam,100,81.6
10333,431,46,Social Studies,Unit Test 1,25,15.1
10334,431,46,Social Studies,Unit Test 2,25,18.9
10335,431,46,Social Studies,Half Yearly,100,75.1
10336,431,46,Social Studies,Annual Exam,100,81.8
10337,431,47,Telugu,Unit Test 1,25,22.8
10338,431,47,Telugu,Unit Test 2,25,21.9
10339,431,47,Telugu,Half Yearly,100,75.6
10340,431,47,Telugu,Annual Exam,100,87.0
10341,431,48,Computer Science,Unit Test 1,25,25.0
10342,431,48,Computer Science,Unit Test 2,25,20.2
10343,431,48,Computer Science,Half Yearly,100,85.7
10344,431,48,Computer Science,Annual Exam,100,79.1
10345,432,43,Mathematics,Unit Test 1,25,13.6
10346,432,43,Mathematics,Unit Test 2,25,15.8
10347,432,43,Mathematics,Half Yearly,100,49.6
10348,432,43,Mathematics,Annual Exam,100,71.7
10349,432,44,Science,Unit Test 1,25,13.8
10350,432,44,Science,Unit Test 2,25,9.7
10351,432,44,Science,Half Yearly,100,34.5
10352,432,44,Science,Annual Exam,100,43.4
10353,432,45,English,Unit Test 1,25,14.0
10354,432,45,English,Unit Test 2,25,13.3
10355,432,45,English,Half Yearly,100,58.0
10356,432,45,English,Annual Exam,100,40.1
10357,432,46,Social Studies,Unit Test 1,25,10.0
10358,432,46,Social Studies,Unit Test 2,25,10.5
10359,432,46,Social Studies,Half Yearly,100,58.2
10360,432,46,Social Studies,Annual Exam,100,68.6
10361,432,47,Telugu,Unit Test 1,25,11.9
10362,432,47,Telugu,Unit Test 2,25,13.4
10363,432,47,Telugu,Half Yearly,100,58.4
10364,432,47,Telugu,Annual Exam,100,36.7
