FeeID,StudentID,Term,AmountDue,AmountPaid,PaymentStatus,PaymentMode
1115,372,Term 2,7333,7333,Paid,Razorpay (Online)
1116,372,Term 3,7333,7333,Paid,Cash
1117,373,Term 1,7333,7333,Paid,Razorpay (Online)
1118,373,Term 2,7333,7333,Paid,Cash
1119,373,Term 3,7333,0,Pending,
1120,374,Term 1,7333,7333,Paid,Razorpay (Online)
1121,374,Term 2,7333,7333,Paid,Bank Transfer
1122,374,Term 3,7333,7333,Paid,Bank Transfer
1123,375,Term 1,7333,7333,Paid,Cash
1124,375,Term 2,7333,7333,Paid,Razorpay (Online)
1125,375,Term 3,7333,7333,Paid,Bank Transfer
1126,376,Term 1,7333,0,Pending,
1127,376,Term 2,7333,7333,Paid,Bank Transfer
1128,376,Term 3,7333,7333,Paid,Cash
1129,377,Term 1,7333,0,Pending,
1130,377,Term 2,7333,824,Overdue,
1131,377,Term 3,7333,7333,Paid,Razorpay (Online)
1132,378,Term 1,7333,7333,Paid,Cash
1133,378,Term 2,7333,7333,Paid,Cash
1134,378,Term 3,7333,2772,Overdue,
1135,379,Term 1,7333,0,Pending,
1136,379,Term 2,7333,7333,Paid,Razorpay (Online)
1137,379,Term 3,7333,7333,Paid,Razorpay (Online)
1138,380,Term 1,7333,7333,Paid,Cash
1139,380,Term 2,7333,7333,Paid,Cash
1140,380,Term 3,7333,7333,Paid,Razorpay (Online)
1141,381,Term 1,7333,0,Pending,
1142,381,Term 2,7333,7333,Paid,Razorpay (Online)
1143,381,Term 3,7333,3183,Overdue,
1144,382,Term 1,7333,7333,Paid,Bank Transfer
1145,382,Term 2,7333,7333,Paid,Cash
1146,382,Term 3,7333,7333,Paid,Bank Transfer
1147,383,Term 1,7333,7333,Paid,Cash
1148,383,Term 2,7333,7333,Paid,Cash
1149,383,Term 3,7333,7333,Paid,Cash
1150,384,Term 1,7333,7333,Paid,Razorpay (Online)
1151,384,Term 2,7333,7333,Paid,Razorpay (Online)
1152,384,Term 3,7333,7333,Paid,Razorpay (Online)
1153,385,Term 1,7333,7333,Paid,Razorpay (Online)
1154,385,Term 2,7333,0,Pending,
1155,385,Term 3,7333,7333,Paid,Cash
1156,386,Term 1,7333,7333,Paid,Bank Transfer
1157,386,Term 2,7333,7333,Paid,Razorpay (Online)
1158,386,Term 3,7333,7333,Paid,Razorpay (Online)
1159,387,Term 1,7333,7333,Paid,Razorpay (Online)
1160,387,Term 2,7333,7333,Paid,Razorpay (Online)
1161,387,Term 3,7333,7333,Paid,Razorpay (Online)
1162,388,Term 1,7333,2942,Overdue,
1163,388,Term 2,7333,7333,Paid,Bank Transfer
1164,388,Term 3,7333,1427,Overdue,
1165,389,Term 1,7333,7333,Paid,Razorpay (Online)
1166,389,Term 2,7333,302,Overdue,
1167,389,Term 3,7333,7333,Paid,Bank Transfer
1168,390,Term 1,7333,7333,Paid,Razorpay (Online)
1169,390,Term 2,7333,0,Pending,
1170,390,Term 3,7333,7333,Paid,Cash
1171,391,Term 1,7333,7333,Paid,Razorpay (Online)
1172,391,Term 2,7333,7333,Paid,Cash
1173,391,Term 3,7333,7333,Paid,Razorpay (Online)
1174,392,Term 1,7333,7333,Paid,Razorpay (Online)
1175,392,Term 2,7333,7333,Paid,Razorpay (Online)
1176,392,Term 3,7333,7333,Paid,Bank Transfer
1177,393,Term 1,7333,7333,Paid,Cash
1178,393,Term 2,7333,7333,Paid,Cash
1179,393,Term 3,7333,0,Pending,
1180,394,Term 1,7333,7333,Paid,Bank Transfer
1181,394,Term 2,7333,7333,Paid,Razorpay (Online)
1182,394,Term 3,7333,0,Pending,
1183,395,Term 1,7333,0,Pending,
1184,395,Term 2,7333,7333,Paid,Razorpay (Online)
1185,395,Term 3,7333,7333,Paid,Cash
1186,396,Term 1,7333,7333,Paid,Cash
1187,396,Term 2,7333,7333,Paid,Razorpay (Online)
1188,396,Term 3,7333,7333,Paid,Razorpay (Online)
1189,397,Term 1,7333,0,Pending,
1190,397,Term 2,7333,7333,Paid,Cash
1191,397,Term 3,7333,7333,Paid,Razorpay (Online)
1192,398,Term 1,7333,7333,Paid,Cash
1193,398,Term 2,7333,7333,Paid,Bank Transfer
1194,398,Term 3,7333,0,Pending,
1195,399,Term 1,7333,0,Pending,
1196,399,Term 2,7333,0,Pending,
1197,399,Term 3,7333,623,Overdue,
1198,400,Term 1,7333,7333,Paid,Razorpay (Online)
1199,400,Term 2,7333,7333,Paid,Razorpay (Online)
1200,400,Term 3,7333,7333,Paid,Razorpay (Online)
1201,401,Term 1,7333,7333,Paid,Razorpay (Online)
1202,401,Term 2,7333,0,Pending,
1203,401,Term 3,7333,3260,Overdue,
1204,402,Term 1,7333,7333,Paid,Razorpay (Online)
1205,402,Term 2,7333,1730,Overdue,
1206,402,Term 3,7333,7333,Paid,Bank Transfer
1207,403,Term 1,7333,7333,Paid,Razorpay (Online)
1208,403,Term 2,7333,7333,Paid,Cash
1209,403,Term 3,7333,0,Pending,
1210,404,Term 1,7333,7333,Paid,Razorpay (Online)
1211,404,Term 2,7333,7333,Paid,Razorpay (Online)
1212,404,Term 3,7333,7333,Paid,Razorpay (Online)
1213,405,Term 1,7333,7333,Paid,Razorpay (Online)
1214,405,Term 2,7333,7333,Paid,Razorpay (Online)
1215,405,Term 3,7333,7333,Paid,Razorpay (Online)
1216,406,Term 1,7333,2489,Overdue,
1217,406,Term 2,7333,7333,Paid,Cash
1218,406,Term 3,7333,7333,Paid,Bank Transfer
1219,407,Term 1,7333,0,Pending,
1220,407,Term 2,7333,7333,Paid,Cash
1221,407,Term 3,7333,0,Pending,
1222,408,Term 1,7333,7333,Paid,Bank Transfer
1223,408,Term 2,7333,7333,Paid,Razorpay (Online)
1224,408,Term 3,7333,7333,Paid,Bank Transfer
1225,409,Term 1,7333,0,Pending,
1226,409,Term 2,7333,0,Pending,
1227,409,Term 3,7333,7333,Paid,Razorpay (Online)
1228,410,Term 1,7333,7333,Paid,Cash
1229,410,Term 2,7333,7333,Paid,Razorpay (Online)
1230,410,Term 3,7333,7333,Paid,Razorpay (Online)
1231,411,Term 1,7333,7333,Paid,Bank Transfer
1232,411,Term 2,7333,7333,Paid,Cash
1233,411,Term 3,7333,7333,Paid,Razorpay (Online)
1234,412,Term 1,7333,0,Pending,
1235,412,Term 2,7333,7333,Paid,Razorpay (Online)
1236,412,Term 3,7333,7333,Paid,Bank Transfer
1237,413,Term 1,7333,0,Pending,
1238,413,Term 2,7333,0,Pending,
1239,413,Term 3,7333,0,Pending,
1240,414,Term 1,7333,7333,Paid,Bank Transfer
1241,414,Term 2,7333,7333,Paid,Cash
1242,414,Term 3,7333,7333,Paid,Razorpay (Online)
1243,415,Term 1,7333,7333,Paid,Razorpay (Online)
1244,415,Term 2,7333,7333,Paid,Cash
1245,415,Term 3,7333,7333,Paid,Cash
1246,416,Term 1,7333,7333,Paid,Razorpay (Online)
1247,416,Term 2,7333,7333,Paid,Razorpay (Online)
1248,416,Term 3,7333,0,Pending,
1249,417,Term 1,7333,0,Pending,
1250,417,Term 2,7333,7333,Paid,Razorpay (Online)
1251,417,Term 3,7333,3578,Overdue,
1252,418,Term 1,7333,0,Pending,
1253,418,Term 2,7333,608,Overdue,
1254,418,Term 3,7333,7333,Paid,Razorpay (Online)
1255,419,Term 1,7333,72,Overdue,
1256,419,Term 2,7333,7333,Paid,Razorpay (Online)
1257,419,Term 3,7333,7333,Paid,Cash
1258,420,Term 1,7333,7333,Paid,Razorpay (Online)
1259,420,Term 2,7333,1325,Overdue,
1260,420,Term 3,7333,7333,Paid,Razorpay (Online)
1261,421,Term 1,7333,3622,Overdue,
1262,421,Term 2,7333,7333,Paid,Razorpay (Online)
1263,421,Term 3,7333,7333,Paid,Razorpay (Online)
1264,422,Term 1,7333,1619,Overdue,
1265,422,Term 2,7333,7333,Paid,Cash
1266,422,Term 3,7333,7333,Paid,Razorpay (Online)
1267,423,Term 1,7333,3135,Overdue,
1268,423,Term 2,7333,0,Pending,
1269,423,Term 3,7333,7333,Paid,Razorpay (Online)
1270,424,Term 1,7333,0,Pending,
1271,424,Term 2,7333,7333,Paid,Bank Transfer
1272,424,Term 3,7333,7333,Paid,Bank Transfer
1273,425,Term 1,7333,7333,Paid,Razorpay (Online)
1274,425,Term 2,7333,7333,Paid,Razorpay (Online)
1275,425,Term 3,7333,0,Pending,
1276,426,Term 1,7333,7333,Paid,Cash
1277,426,Term 2,7333,0,Pending,
1278,426,Term 3,7333,7333,Paid,Razorpay (Online)
1279,427,Term 1,7333,0,Pending,
1280,427,Term 2,7333,7333,Paid,Razorpay (Online)
1281,427,Term 3,7333,0,Pending,
1282,428,Term 1,7333,7333,Paid,Razorpay (Online)
1283,428,Term 2,7333,7333,Paid,Cash
1284,428,Term 3,7333,7333,Paid,Cash
1285,429,Term 1,7333,0,Pending,
1286,429,Term 2,7333,0,Pending,
1287,429,Term 3,7333,7333,Paid,Bank Transfer
1288,430,Term 1,7333,7333,Paid,Razorpay (Online)
1289,430,Term 2,7333,0,Pending,
1290,430,Term 3,7333,7333,Paid,Razorpay (Online)
1291,431,Term 1,7333,7333,Paid,Bank Transfer
1292,431,Term 2,7333,7333,Paid,Razorpay (Online)
1293,431,Term 3,7333,2128,Overdue,
1294,432,Term 1,7333,0,Pending,
1295,432,Term 2,7333,7333,Paid,Razorpay (Online)
1296,432,Term 3,7333,7333,Paid,Cash
1297,433,Term 1,7333,7333,Paid,Razorpay (Online)
1298,433,Term 2,7333,7333,Paid,Razorpay (Online)
1299,433,Term 3,7333,7333,Paid,Cash
1300,434,Term 1,7333,0,Pending,
1301,434,Term 2,7333,7333,Paid,Razorpay (Online)
1302,434,Term 3,7333,7333,Paid,Razorpay (Online)
1303,435,Term 1,7333,7333,Paid,Razorpay (Online)
1304,435,Term 2,7333,7333,Paid,Razorpay (Online)
1305,435,Term 3,7333,7333,Paid,Bank Transfer
1306,436,Term 1,7333,7333,Paid,Razorpay (Online)
1307,436,Term 2,7333,7333,Paid,Razorpay (Online)
1308,436,Term 3,7333,0,Pending,
1309,437,Term 1,7333,7333,Paid,Bank Transfer
1310,437,Term 2,7333,7333,Paid,Cash
1311,437,Term 3,7333,7333,Paid,Cash
1312,438,Term 1,7333,249,Overdue,
1313,438,Term 2,7333,0,Pending,
1314,438,Term 3,7333,7333,Paid,Razorpay (Online)
1315,439,Term 1,7333,7333,Paid,Cash
1316,439,Term 2,7333,7333,Paid,Razorpay (Online)
1317,439,Term 3,7333,7333,Paid,Razorpay (Online)
1318,440,Term 1,7333,7333,Paid,Cash
1319,440,Term 2,7333,1486,Overdue,
1320,440,Term 3,7333,7333,Paid,Cash
1321,441,Term 1,7333,97,Overdue,
1322,441,Term 2,7333,7333,Paid,Cash
1323,441,Term 3,7333,3598,Overdue,
1324,442,Term 1,7333,7333,Paid,Razorpay (Online)
1325,442,Term 2,7333,7333,Paid,Razorpay (Online)
1326,442,Term 3,7333,0,Pending,
1327,443,Term 1,7333,7333,Paid,Bank Transfer
1328,443,Term 2,7333,7333,Paid,Razorpay (Online)
1329,443,Term 3,7333,7333,Paid,Razorpay (Online)
1330,444,Term 1,7333,7333,Paid,Cash
1331,444,Term 2,7333,7333,Paid,Cash
1332,444,Term 3,7333,0,Pending,
1333,445,Term 1,7333,0,Pending,
1334,445,Term 2,7333,7333,Paid,Razorpay (Online)
1335,445,Term 3,7333,7333,Paid,Razorpay (Online)
1336,446,Term 1,7333,248,Overdue,
1337,446,Term 2,7333,7333,Paid,Cash
1338,446,Term 3,7333,7333,Paid,Cash
1339,447,Term 1,7333,7333,Paid,Razorpay (Online)
1340,447,Term 2,7333,7333,Paid,Razorpay (Online)
1341,447,Term 3,7333,0,Pending,
1342,448,Term 1,7333,0,Pending,
1343,448,Term 2,7333,7333,Paid,Bank Transfer
1344,448,Term 3,7333,7333,Paid,Razorpay (Online)
1345,449,Term 1,7333,7333,Paid,Razorpay (Online)
1346,449,Term 2,7333,7333,Paid,Cash
1347,449,Term 3,7333,0,Pending,
1348,450,Term 1,7333,7333,Paid,Razorpay (Online)
1349,450,Term 2,7333,3080,Overdue,
1350,450,Term 3,7333,0,Pending,
1351,451,Term 1,7333,7333,Paid,Bank Transfer
1352,451,Term 2,7333,0,Pending,
1353,451,Term 3,7333,7333,Paid,Razorpay (Online)
1354,452,Term 1,7333,7333,Paid,Bank Transfer
1355,452,Term 2,7333,0,Pending,
1356,452,Term 3,7333,7333,Paid,Razorpay (Online)
1357,453,Term 1,7333,7333,Paid,Razorpay (Online)
1358,453,Term 2,7333,7333,Paid,Razorpay (Online)
1359,453,Term 3,7333,7333,Paid,Bank Transfer
1360,454,Term 1,7333,7333,Paid,Cash
1361,454,Term 2,7333,7333,Paid,Bank Transfer
1362,454,Term 3,7333,7333,Paid,Razorpay (Online)
1363,455,Term 1,7333,7333,Paid,Bank Transfer
1364,455,Term 2,7333,7333,Paid,Razorpay (Online)
1365,455,Term 3,7333,7333,Paid,Cash
1366,456,Term 1,7333,7333,Paid,Razorpay (Online)
1367,456,Term 2,7333,7333,Paid,Razorpay (Online)
1368,456,Term 3,7333,0,Pending,
1369,457,Term 1,7333,7333,Paid,Razorpay (Online)
1370,457,Term 2,7333,3100,Overdue,
1371,457,Term 3,7333,7333,Paid,Cash
1372,458,Term 1,7333,7333,Paid,Razorpay (Online)
1373,458,Term 2,7333,7333,Paid,Razorpay (Online)
1374,458,Term 3,7333,0,Pending,
1375,459,Term 1,7333,7333,Paid,Razorpay (Online)
1376,459,Term 2,7333,7333,Paid,Razorpay (Online)
1377,459,Term 3,7333,7333,Paid,Bank Transfer
1378,460,Term 1,7333,7333,Paid,Cash
1379,460,Term 2,7333,7333,Paid,Razorpay (Online)
1380,460,Term 3,7333,7333,Paid,Bank Transfer
1381,461,Term 1,7333,0,Pending,
1382,461,Term 2,7333,7333,Paid,Cash
1383,461,Term 3,7333,7333,Paid,Bank Transfer
1384,462,Term 1,7333,7333,Paid,Razorpay (Online)
1385,462,Term 2,7333,0,Pending,
1386,462,Term 3,7333,7333,Paid,Cash
1387,463,Term 1,7333,7333,Paid,Bank Transfer
1388,463,Term 2,7333,7333,Paid,Razorpay (Online)
1389,463,Term 3,7333,1384,Overdue,
1390,464,Term 1,7333,0,Pending,
1391,464,Term 2,7333,7333,Paid,Cash
1392,464,Term 3,7333,7333,Paid,Razorpay (Online)
1393,465,Term 1,7333,7333,Paid,Razorpay (Online)
1394,465,Term 2,7333,7333,Paid,Cash
1395,465,Term 3,7333,7333,Paid,Razorpay (Online)
1396,466,Term 1,7333,293,Overdue,
1397,466,Term 2,7333,7333,Paid,Razorpay (Online)
1398,466,Term 3,7333,7333,Paid,Cash
1399,467,Term 1,7333,7333,Paid,Cash
1400,467,Term 2,7333,0,Pending,
1401,467,Term 3,7333,7333,Paid,Cash
1402,468,Term 1,7333,7333,Paid,Cash
1403,468,Term 2,7333,7333,Paid,Cash
1404,468,Term 3,7333,7333,Paid,Razorpay (Online)
1405,469,Term 1,7333,7333,Paid,Razorpay (Online)
1406,469,Term 2,7333,0,Pending,
1407,469,Term 3,7333,7333,Paid,Razorpay (Online)
1408,470,Term 1,7333,7333,Paid,Razorpay (Online)
1409,470,Term 2,7333,0,Pending,
1410,470,Term 3,7333,7333,Paid,Razorpay (Online)
1411,471,Term 1,7333,7333,Paid,Razorpay (Online)
1412,471,Term 2,7333,7333,Paid,Cash
1413,471,Term 3,7333,0,Pending,
1414,472,Term 1,7333,7333,Paid,Cash
1415,472,Term 2,7333,7333,Paid,Razorpay (Online)
1416,472,Term 3,7333,0,Pending,
1417,473,Term 1,7333,7333,Paid,Cash
1418,473,Term 2,7333,7333,Paid,Bank Transfer
1419,473,Term 3,7333,1536,Overdue,
1420,474,Term 1,7333,7333,Paid,Razorpay (Online)
1421,474,Term 2,7333,7333,Paid,Cash
1422,474,Term 3,7333,7333,Paid,Razorpay (Online)
1423,475,Term 1,7333,7333,Paid,Cash
1424,475,Term 2,7333,7333,Paid,Razorpay (Online)
1425,475,Term 3,7333,0,Pending,
1426,476,Term 1,7333,7333,Paid,Bank Transfer
1427,476,Term 2,7333,7333,Paid,Bank Transfer
1428,476,Term 3,7333,0,Pending,
1429,477,Term 1,7333,7333,Paid,Cash
1430,477,Term 2,7333,0,Pending,
1431,477,Term 3,7333,7333,Paid,Bank Transfer
1432,478,Term 1,7333,0,Pending,
1433,478,Term 2,7333,7333,Paid,Cash
1434,478,Term 3,7333,7333,Paid,Cash
1435,479,Term 1,7333,7333,Paid,Razorpay (Online)
1436,479,Term 2,7333,7333,Paid,Razorpay (Online)
1437,479,Term 3,7333,7333,Paid,Razorpay (Online)
1438,480,Term 1,7333,0,Pending,
1439,480,Term 2,7333,1426,Overdue,
1440,480,Term 3,7333,7333,Paid,Razorpay (Online)
1441,481,Term 1,7333,7333,Paid,Cash
1442,481,Term 2,7333,7333,Paid,Bank Transfer
1443,481,Term 3,7333,7333,Paid,Razorpay (Online)
1444,482,Term 1,7333,7333,Paid,Cash
1445,482,Term 2,7333,7333,Paid,Razorpay (Online)
1446,482,Term 3,7333,7333,Paid,Bank Transfer
1447,483,Term 1,7333,7333,Paid,Razorpay (Online)
1448,483,Term 2,7333,3428,Overdue,
1449,483,Term 3,7333,7333,Paid,Razorpay (Online)
1450,484,Term 1,7333,7333,Paid,Bank Transfer
1451,484,Term 2,7333,7333,Paid,Razorpay (Online)
1452,484,Term 3,7333,2858,Overdue,
1453,485,Term 1,7333,0,Pending,
1454,485,Term 2,7333,7333,Paid,Bank Transfer
1455,485,Term 3,7333,7333,Paid,Razorpay (Online)
1456,486,Term 1,7333,7333,Paid,Bank Transfer
1457,486,Term 2,7333,0,Pending,
1458,486,Term 3,7333,3505,Overdue,
1459,487,Term 1,7333,7333,Paid,Cash
1460,487,Term 2,7333,7333,Paid,Razorpay (Online)
1461,487,Term 3,7333,7333,Paid,Bank Transfer
1462,488,Term 1,7333,7333,Paid,Bank Transfer
1463,488,Term 2,7333,7333,Paid,Razorpay (Online)
1464,488,Term 3,7333,0,Pending,
1465,489,Term 1,7333,7333,Paid,Cash
1466,489,Term 2,7333,7333,Paid,Razorpay (Online)
1467,489,Term 3,7333,7333,Paid,Razorpay (Online)
1468,490,Term 1,7333,7333,Paid,Cash
1469,490,Term 2,7333,7333,Paid,Razorpay (Online)
1470,490,Term 3,7333,7333,Paid,Razorpay (Online)
1471,491,Term 1,7333,0,Pending,
1472,491,Term 2,7333,0,Pending,
1473,491,Term 3,7333,509,Overdue,
1474,492,Term 1,7333,7333,Paid,Razorpay (Online)
1475,492,Term 2,7333,7333,Paid,Bank Transfer
1476,492,Term 3,7333,0,Pending,
1477,493,Term 1,7333,3045,Overdue,
1478,493,Term 2,7333,7333,Paid,Cash
1479,493,Term 3,7333,7333,Paid,Razorpay (Online)
1480,494,Term 1,7333,3321,Overdue,
1481,494,Term 2,7333,7333,Paid,Razorpay (Online)
1482,494,Term 3,7333,2554,Overdue,
1483,495,Term 1,7333,0,Pending,
1484,495,Term 2,7333,7333,Paid,Razorpay (Online)
1485,495,Term 3,7333,0,Pending,
1486,496,Term 1,7333,2147,Overdue,
1487,496,Term 2,7333,228,Overdue,
1488,496,Term 3,7333,233,Overdue,
1489,497,Term 1,7333,7333,Paid,Bank Transfer
1490,497,Term 2,7333,7333,Paid,Razorpay (Online)
1491,497,Term 3,7333,7333,Paid,Cash
1492,498,Term 1,7333,7333,Paid,Cash
1493,498,Term 2,7333,7333,Paid,Razorpay (Online)
1494,498,Term 3,7333,7333,Paid,Cash
1495,499,Term 1,7333,7333,Paid,Cash
1496,499,Term 2,7333,7333,Paid,Razorpay (Online)
1497,499,Term 3,7333,0,Pending,
1498,500,Term 1,7333,7333,Paid,Bank Transfer
1499,500,Term 2,7333,7333,Paid,Cash
1500,500,Term 3,7333,7333,Paid,Razorpay (Online)
1501,501,Term 1,7333,0,Pending,
1502,501,Term 2,7333,7333,Paid,Razorpay (Online)
1503,501,Term 3,7333,0,Pending,
1504,502,Term 1,7333,7333,Paid,Razorpay (Online)
1505,502,Term 2,7333,0,Pending,
1506,502,Term 3,7333,7333,Paid,Cash
1507,503,Term 1,7333,7333,Paid,Razorpay (Online)
1508,503,Term 2,7333,7333,Paid,Razorpay (Online)
1509,503,Term 3,7333,7333,Paid,Razorpay (Online)
1510,504,Term 1,7333,7333,Paid,Razorpay (Online)
1511,504,Term 2,7333,7333,Paid,Razorpay (Online)
1512,504,Term 3,7333,7333,Paid,Razorpay (Online)
1513,505,Term 1,7333,7333,Paid,Cash
1514,505,Term 2,7333,7333,Paid,Razorpay (Online)
1515,505,Term 3,7333,7333,Paid,Razorpay (Online)
1516,506,Term 1,7333,7333,Paid,Cash
1517,506,Term 2,7333,7333,Paid,Razorpay (Online)
1518,506,Term 3,7333,7333,Paid,Cash
1519,507,Term 1,7333,7333,Paid,Razorpay (Online)
1520,507,Term 2,7333,7333,Paid,Bank Transfer
1521,507,Term 3,7333,7333,Paid,Razorpay (Online)
1522,508,Term 1,7333,7333,Paid,Razorpay (Online)
1523,508,Term 2,7333,7333,Paid,Razorpay (Online)
1524,508,Term 3,7333,7333,Paid,Razorpay (Online)
1525,509,Term 1,7333,7333,Paid,Bank Transfer
1526,509,Term 2,7333,0,Pending,
1527,509,Term 3,7333,7333,Paid,Razorpay (Online)
1528,510,Term 1,7333,7333,Paid,Razorpay (Online)
1529,510,Term 2,7333,7333,Paid,Cash
1530,510,Term 3,7333,7333,Paid,Cash
1531,511,Term 1,7333,0,Pending,
1532,511,Term 2,7333,3191,Overdue,
1533,511,Term 3,7333,7333,Paid,Razorpay (Online)
1534,512,Term 1,7333,7333,Paid,Razorpay (Online)
1535,512,Term 2,7333,7333,Paid,Razorpay (Online)
1536,512,Term 3,7333,7333,Paid,Bank Transfer
1537,513,Term 1,7333,7333,Paid,Cash
1538,513,Term 2,7333,0,Pending,
1539,513,Term 3,7333,7333,Paid,Razorpay (Online)
1540,514,Term 1,7333,7333,Paid,Razorpay (Online)
1541,514,Term 2,7333,7333,Paid,Razorpay (Online)
1542,514,Term 3,7333,512,Overdue,
1543,515,Term 1,7333,7333,Paid,Razorpay (Online)
1544,515,Term 2,7333,7333,Paid,Razorpay (Online)
1545,515,Term 3,7333,7333,Paid,Bank Transfer
1546,516,Term 1,7333,7333,Paid,Cash
1547,516,Term 2,7333,7333,Paid,Cash
1548,516,Term 3,7333,0,Pending,
1549,517,Term 1,7333,7333,Paid,Razorpay (Online)
1550,517,Term 2,7333,7333,Paid,Razorpay (Online)
1551,517,Term 3,7333,0,Pending,
1552,518,Term 1,7333,641,Overdue,
1553,518,Term 2,7333,7333,Paid,Razorpay (Online)
1554,518,Term 3,7333,0,Pending,
1555,519,Term 1,7333,7333,Paid,Razorpay (Online)
1556,519,Term 2,7333,7333,Paid,Bank Transfer
1557,519,Term 3,7333,7333,Paid,Cash
1558,520,Term 1,7333,7333,Paid,Razorpay (Online)
1559,520,Term 2,7333,7333,Paid,Cash
1560,520,Term 3,7333,7333,Paid,Cash
1561,521,Term 1,7333,7333,Paid,Cash
1562,521,Term 2,7333,7333,Paid,Bank Transfer
1563,521,Term 3,7333,7333,Paid,Razorpay (Online)
1564,522,Term 1,7333,0,Pending,
1565,522,Term 2,7333,7333,Paid,Cash
1566,522,Term 3,7333,7333,Paid,Razorpay (Online)
1567,523,Term 1,7333,0,Pending,
1568,523,Term 2,7333,7333,Paid,Razorpay (Online)
1569,523,Term 3,7333,7333,Paid,Razorpay (Online)
1570,524,Term 1,7333,7333,Paid,Bank Transfer
1571,524,Term 2,7333,1071,Overdue,
1572,524,Term 3,7333,7333,Paid,Razorpay (Online)
1573,525,Term 1,7333,7333,Paid,Cash
1574,525,Term 2,7333,0,Pending,
1575,525,Term 3,7333,124,Overdue,
1576,526,Term 1,7333,7333,Paid,Cash
1577,526,Term 2,7333,7333,Paid,Razorpay (Online)
1578,526,Term 3,7333,7333,Paid,Bank Transfer
1579,527,Term 1,7333,7333,Paid,Razorpay (Online)
1580,527,Term 2,7333,7333,Paid,Razorpay (Online)
1581,527,Term 3,7333,0,Pending,
1582,528,Term 1,7333,7333,Paid,Cash
1583,528,Term 2,7333,0,Pending,
1584,528,Term 3,7333,7333,Paid,Razorpay (Online)
1585,529,Term 1,7333,7333,Paid,Cash
1586,529,Term 2,7333,7333,Paid,Razorpay (Online)
1587,529,Term 3,7333,7333,Paid,Cash
1588,530,Term 1,7333,7333,Paid,Razorpay (Online)
1589,530,Term 2,7333,7333,Paid,Razorpay (Online)
1590,530,Term 3,7333,7333,Paid,Razorpay (Online)
1591,531,Term 1,7333,7333,Paid,Razorpay (Online)
1592,531,Term 2,7333,7333,Paid,Razorpay (Online)
1593,531,Term 3,7333,7333,Paid,Cash
1594,532,Term 1,7333,7333,Paid,Razorpay (Online)
1595,532,Term 2,7333,7333,Paid,Razorpay (Online)
1596,532,Term 3,7333,7333,Paid,Cash
1597,533,Term 1,7333,7333,Paid,Cash
1598,533,Term 2,7333,7333,Paid,Bank Transfer
1599,533,Term 3,7333,2113,Overdue,
1600,534,Term 1,7333,7333,Paid,Cash
1601,534,Term 2,7333,7333,Paid,Bank Transfer
1602,534,Term 3,7333,7333,Paid,Bank Transfer
1603,535,Term 1,7333,7333,Paid,Cash
1604,535,Term 2,7333,7333,Paid,Razorpay (Online)
1605,535,Term 3,7333,7333,Paid,Bank Transfer
1606,536,Term 1,7333,7333,Paid,Bank Transfer
1607,536,Term 2,7333,7333,Paid,Bank Transfer
1608,536,Term 3,7333,7333,Paid,Razorpay (Online)
1609,537,Term 1,7333,7333,Paid,Razorpay (Online)
1610,537,Term 2,7333,7333,Paid,Bank Transfer
1611,537,Term 3,7333,0,Pending,
1612,538,Term 1,7333,7333,Paid,Bank Transfer
1613,538,Term 2,7333,0,Pending,
1614,538,Term 3,7333,7333,Paid,Razorpay (Online)
1615,539,Term 1,7333,1936,Overdue,
1616,539,Term 2,7333,0,Pending,
1617,539,Term 3,7333,7333,Paid,Razorpay (Online)
1618,540,Term 1,7333,7333,Paid,Razorpay (Online)
1619,540,Term 2,7333,7333,Paid,Cash
1620,540,Term 3,7333,7333,Paid,Razorpay (Online)
1621,541,Term 1,8000,8000,Paid,Cash
1622,541,Term 2,8000,8000,Paid,Bank Transfer
1623,541,Term 3,8000,8000,Paid,Razorpay (Online)
1624,542,Term 1,8000,0,Pending,
1625,542,Term 2,8000,0,Pending,
1626,542,Term 3,8000,8000,Paid,Razorpay (Online)
1627,543,Term 1,8000,8000,Paid,Razorpay (Online)
1628,543,Term 2,8000,8000,Paid,Cash
1629,543,Term 3,8000,8000,Paid,Razorpay (Online)
1630,544,Term 1,8000,782,Overdue,
1631,544,Term 2,8000,8000,Paid,Razorpay (Online)
1632,544,Term 3,8000,2564,Overdue,
1633,545,Term 1,8000,0,Pending,
1634,545,Term 2,8000,0,Pending,
1635,545,Term 3,8000,0,Pending,
1636,546,Term 1,8000,8000,Paid,Razorpay (Online)
1637,546,Term 2,8000,8000,Paid,Razorpay (Online)
1638,546,Term 3,8000,8000,Paid,Razorpay (Online)
1639,547,Term 1,8000,8000,Paid,Bank Transfer
1640,547,Term 2,8000,8000,Paid,Razorpay (Online)
1641,547,Term 3,8000,8000,Paid,Cash
1642,548,Term 1,8000,8000,Paid,Razorpay (Online)
1643,548,Term 2,8000,8000,Paid,Cash
1644,548,Term 3,8000,8000,Paid,Razorpay (Online)
1645,549,Term 1,8000,8000,Paid,Razorpay (Online)
1646,549,Term 2,8000,8000,Paid,Razorpay (Online)
1647,549,Term 3,8000,8000,Paid,Cash
1648,550,Term 1,8000,8000,Paid,Razorpay (Online)
1649,550,Term 2,8000,8000,Paid,Bank Transfer
1650,550,Term 3,8000,8000,Paid,Cash
